Country,Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Denmark,Renewable electricity share of total electricity output (%),15.45502455,15.49471229,17.28052536,17.49014853,23.55574241,27.0705733,20.17276534,26.21070302,27.57264584,27.65852184,31.98239926,40.2537682,48.32741605,45.96033733,55.90044743,65.50592462
Denmark,Renewable energy share of Total Energy Produced (%),10.73720082,11.12359996,11.86587915,12.72030738,14.44906977,16.12639783,15.26712374,17.70092817,18.54925469,19.34276393,21.35483646,23.89896727,27.28195688,27.3428386,30.27163128,33.17027717
Djibouti,Access to electricity (% of total population),56.84339905,56.47632217,49.7,55.71118546,55.32525635,54.94516754,55.5,54.22677231,53.89907837,53.59241486,53.30377197,53.03014755,54.6,52.51594543,52.26935959,52.02577591
Djibouti,Renewable electricity share of total electricity output (%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,Renewable energy share of Total Energy Produced (%),31.44321909,31.67507575,32.44465089,32.8812777,33.62121202,33.09458499,33.00677657,32.52392592,33.14345831,33.31297992,34.43334712,34.44418956,34.06582999,34.01482168,34.15104745,15.38059522
Dominican Republic,Access to electricity (% of total population),88.764932,89.791362,89.749814,89.173808,90.316567,90.141224,90.118148,96.876342,97.576197,97.85776,98.145414,97.898872,97.86705,98.385853,98.470979,98.560364
Dominican Republic,Renewable electricity share of total electricity output (%),9.147783627,7.459189253,8.871083131,12.09425176,16.51550132,17.79232371,15.38195883,14.13065193,11.60785354,13.04656445,11.8888078,12.08961708,14.47658882,16.5696884,13.33937266,11.63244298
Dominican Republic,Renewable energy share of Total Energy Produced (%),18.42361063,18.47771494,15.91488943,18.67395827,20.54181092,19.33479238,18.43070758,18.21930595,17.93756023,17.55006763,16.97540917,17.24293489,17.04545885,17.50936425,18.01902034,16.48010921
Ecuador,Access to electricity (% of total population),93.41509247,93.77191162,94.11639404,94.973044,94.79255676,95.83265,96.315259,96.812618,97.206576,96.470862,97.462142,96.872699,97.194929,98.034674,98.976067,98.825883
Ecuador,Renewable electricity share of total electricity output (%),71.70184697,63.99095023,63.29912517,62.19469946,57.57340376,55.11637081,51.69449378,56.54165649,61.14152097,50.84818784,45.49182429,55.55880062,54.86934827,48.99187481,49.17513473,52.80294232
Ecuador,Renewable energy share of Total Energy Produced (%),20.03302979,18.43283475,18.05823962,17.97048489,15.97197196,12.16311542,12.97149152,12.80813413,15.08900112,13.29950509,12.1066394,13.34571557,13.10009793,12.67573312,12.21813952,13.81668594
"Egypt, Arab Rep.",Access to electricity (% of total population),97.7,97.44282532,97.66513062,98.8,98.10134888,99.4,99.04,98.81959534,99.8,99.3794632,99.64969635,99.8531723,99.7,99.9950943,99.8,100
"Egypt, Arab Rep.",Renewable electricity share of total electricity output (%),17.70344113,18.43255445,14.64626079,14.06448631,12.99815398,12.14095133,11.73325708,13.05932278,11.90094628,10.06906475,10.04795771,9.326836334,8.87941298,8.881880393,8.870907791,8.259285514
"Egypt, Arab Rep.",Renewable energy share of Total Energy Produced (%),8.101748497,7.706704776,7.259600266,7.386988697,7.543858321,6.491867114,6.233979494,6.092949183,5.969927859,5.762878613,5.724101953,5.5846389,5.554171218,5.707898094,5.866044914,5.709377265
El Salvador,Access to electricity (% of total population),84.519249,87.063829,87.54906,86.961151,87.357045,87.525839,89.201467,91.109558,91.000227,91.08402,91.580238,92.574686,93.680571,95.043105,95.125416,95.4
El Salvador,Renewable electricity share of total electricity output (%),58.06929227,54.18468583,51.38587611,57.25587703,54.64238116,58.24175824,57.38284704,56.20375151,62.51675603,56.30179558,65.04010695,62.92947559,60.23729357,60.4432398,59.69789491,57.8226749
El Salvador,Renewable energy share of Total Energy Produced (%),50.86406326,50.19257055,50.74235213,47.97911027,47.38962809,47.19163907,47.6504966,33.26585898,36.93303654,29.2966896,30.76614291,30.30938787,27.25567441,28.1612531,28.26544315,24.40076999
Estonia,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Estonia,Renewable electricity share of total electricity output (%),0.211441325,0.212189084,0.351823619,0.482330938,0.582298137,1.087702107,1.335799425,1.18949959,1.861827805,6.162433079,8.05307004,9.144497014,12.34227459,9.190207156,11.16021212,14.4187386
Estonia,Renewable energy share of Total Energy Produced (%),19.83711902,18.94126549,19.41578204,19.82999649,19.98714551,18.86123791,17.16307921,18.56525198,20.18899548,24.0887687,25.12989194,24.98354179,24.90855886,24.47524489,25.32605914,27.47683347
Ethiopia,Access to electricity (% of total population),12.7,10.81223297,12.36544323,13.91236973,15.45907593,14,18.57607841,20.15850067,21.76344299,23.38941193,25.0334053,23,28.36344719,30.04348755,27.2,33.41859055
Ethiopia,Renewable electricity share of total electricity output (%),98.6260454,99.055666,98.97260274,99.30313589,99.29105947,99.57820738,99.69409605,95.43276008,87.6356897,88.87775551,99.37751004,99.41603535,99.84193888,99.90806711,99.96847084,99.96167481
Ethiopia,Renewable energy share of Total Energy Produced (%),95.95322791,95.07856408,95.01673159,94.74581801,94.65854624,95.12657887,94.94232726,94.57412114,94.51607097,94.60484215,94.51739029,94.01290641,93.75025898,93.00085661,92.06765188,92.16346114
Fiji,Access to electricity (% of total population),75.39250946,76.79507446,79.63,80,80.95292664,82.34248352,83.74394226,88.9,86.16,88.06829071,89.54928589,91.04530334,92.5533371,91.75,95.59343719,97.11949158
Fiji,Renewable electricity share of total electricity output (%),60.23105021,63.76941153,58.85018105,42.33162683,45.01957122,41.15715192,40.62578869,61.22454838,64.94264003,60.12952078,50.29389261,57.59392715,66.23115866,62.12769679,47.16629815,45.01588482
Fiji,Renewable energy share of Total Energy Produced (%),52.87580823,45.15542407,51.29542075,45.82400906,38.95259112,43.60480534,41.40969268,38.03799773,45.54938428,34.98531728,29.61248725,33.92513188,32.7872442,36.41806208,34.57182093,31.26394709
Finland,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Finland,Renewable electricity share of total electricity output (%),33.41002629,28.92758371,26.45587352,22.60868534,29.85730095,33.24927035,27.29371173,29.93784233,35.8779316,30.10864588,29.99107519,32.89070897,40.56184403,35.96699272,38.58049167,44.49903057
Finland,Renewable energy share of Total Energy Produced (%),31.6654966,29.23751726,29.51055909,28.34380294,31.08881395,31.51334983,31.24329278,31.79294837,34.7310271,32.59873157,33.58206418,35.25797986,38.80266701,38.47970587,41.23524065,43.23526259
France,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
France,Renewable electricity share of total electricity output (%),12.96787647,14.25637189,11.59727616,11.23001795,11.24298852,9.860646697,10.94757583,11.69092631,12.97920893,13.12716357,13.85735931,11.57474725,14.82735407,17.04528624,16.45590494,15.85766663
France,Renewable energy share of Total Energy Produced (%),9.256000137,9.395220909,8.668755527,8.847554419,8.887711893,8.596912157,8.460112829,9.321328315,10.47323036,11.22200621,11.8458733,10.91369044,12.37295876,13.47737443,13.34702464,13.49926232
Georgia,Access to electricity (% of total population),98.78269196,98.84263611,99.9,98.93213654,98.97354126,97.93505412,99.0796051,99.15492249,99.2495575,99.36373138,99.49563599,99.64033508,100,99.89849854,100,99.99349976
Georgia,Renewable electricity share of total electricity output (%),78.93318966,79.89044255,93.24789858,91.1452514,87.36279607,85.8125774,72.93810896,81.82909265,84.72731575,86.6090208,92.52271829,77.39846969,74.50232078,82.22487325,80.36833478,78.03932429
Georgia,Renewable energy share of Total Energy Produced (%),47.25427953,53.14582182,56.75800111,55.3320075,54.53065395,41.48161199,37.21764889,36.22444801,36.30216374,36.72040611,39.14857299,31.53766065,28.69262327,34.97923359,31.89297634,28.66253881
Germany,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Germany,Renewable electricity share of total electricity output (%),6.198531223,6.512444018,7.642700282,7.552977702,9.267474493,10.15021111,11.32201311,13.93800806,14.6992339,16.07855368,16.72707367,20.38328272,23.00045854,24.07254975,26.13009657,29.23177012
Germany,Renewable energy share of Total Energy Produced (%),3.70043759,3.89967279,4.412636787,5.058467425,5.825244433,6.764551009,7.753224656,9.406587903,8.592248257,9.63006157,10.29351964,11.39435591,12.01513573,12.08907875,13.37887823,14.2062527
Ghana,Access to electricity (% of total population),44.67551041,46.69892502,48.70999146,48.3,52.71933746,54.72974396,55.09345008,58.7923317,60.5,62.93895721,65.04080963,64.06256,69.28656006,70.7,78.3,75.71527863
Ghana,Renewable electricity share of total electricity output (%),91.49937699,84.09466853,69.24240341,66.06596396,87.44825302,82.92575133,66.65480427,53.4107194,74.42335416,76.76936816,68.81085866,67.50892857,67.12408516,63.98881206,64.73038648,50.89200244
Ghana,Renewable energy share of Total Energy Produced (%),71.61675588,69.31490977,65.67532707,64.46764194,62.37343975,61.42590768,58.55837583,54.52820098,55.86243165,49.9081594,49.77878626,48.01109666,44.48368438,44.04296471,45.04949208,41.41279431
Gibraltar,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Gibraltar,Renewable electricity share of total electricity output (%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,Renewable energy share of Total Energy Produced (%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Greece,Renewable electricity share of total electricity output (%),7.756668226,5.524154043,6.630827695,10.17528711,10.06240117,10.77961196,12.76026521,7.325668543,9.139750763,13.39738763,18.34155525,13.76157642,16.70369091,25.12343734,24.18806984,28.65578326
Greece,Renewable energy share of Total Energy Produced (%),7.52078501,6.813729634,7.015577532,7.282685287,7.539981331,7.72374229,8.211680139,7.918628933,8.10995865,8.920028783,11.09298261,11.08831581,13.85937775,16.29381751,16.08579272,17.17004755
Greenland,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Greenland,Renewable electricity share of total electricity output (%),57.3968467,55.45774648,58.4244373,58.02389409,57.81862007,58.34530307,56.33438667,56.03187689,55.2715655,63.27275026,71.39526857,74.83559969,75.02783359,79.84321182,81.19814356,81.29152578
Greenland,Renewable energy share of Total Energy Produced (%),12.19859542,11.70101562,12.91119691,13.63657202,6.339543559,6.641492752,6.897719127,6.681680007,6.668684026,8.590341183,9.829419013,12.21902684,12.16522458,13.30346347,14.90047601,15.53381651
Grenada,Access to electricity (% of total population),85.95281982,86.30150604,86.6378479,86.96790314,87.29773712,87.63341522,87.98100281,88.34655762,90,89.14373016,89.57085419,88.8,90.46715546,90.93032837,91.39950562,91.87168884
Grenada,Renewable electricity share of total electricity output (%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,Renewable energy share of Total Energy Produced (%),10.47376111,10.39724888,10.43803076,10.4121339,10.54073749,10.5432173,10.34199285,9.877676202,10.66172667,10.4431309,10.49634586,11.23748427,11.3438088,10.88576513,11.07681462,10.91957215
Guadeloupe,Access to electricity (% of total population),,,,,,,,,,,,,,,,
Guadeloupe,Renewable electricity share of total electricity output (%),3.296162676,3.4683879,4.799637763,5.207732256,6.056387052,9.596801066,8.670671194,9.955257271,10.04402009,7.781599312,5.1086454,8.813098475,12.00903719,14.79703944,14.95558888,14.44937384
Guadeloupe,Renewable energy share of Total Energy Produced (%),1.365037059,1.34260216,1.725762441,1.795774604,2.127055459,3.077243832,2.817132005,3.235441749,3.270025334,2.717275736,1.969219656,3.038431898,4.152176058,5.041854944,4.985396521,4.682855198
Guam,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Guam,Renewable electricity share of total electricity output (%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam,Renewable energy share of Total Energy Produced (%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,Access to electricity (% of total population),73.318205,73.73262024,78.667838,78.512204,77.12960052,78.26552582,83.730998,80.5791626,81.76748657,82.97683716,84.20420837,84.026414,86.70101166,87.96443176,85.494371,90.50629425
Guatemala,Renewable electricity share of total electricity output (%),51.71957672,47.97677992,41.73800678,49.21421492,44.77961253,47.48415952,51.95934362,47.62448607,55.4140858,49.11020228,63.84797031,64.43742512,66.88270293,67.16733871,68.57409133,60.39066739
Guatemala,Renewable energy share of Total Energy Produced (%),62.74294001,61.39476289,60.5350622,59.0106107,57.55293029,57.32634596,57.90344424,57.03256138,60.784779,58.30268259,66.58523597,66.41722638,66.2193653,64.97796498,59.90100231,63.65099179
Guyana,Access to electricity (% of total population),74.62134552,75.17190552,75.71012115,76.2420578,76.77376556,77.5,73.38258786,78.4282074,79.01815796,77.6,80.25813293,80.90215302,81.55818939,82.22323608,86.9,83.56835175
Guyana,Renewable electricity share of total electricity output (%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,Renewable energy share of Total Energy Produced (%),39.50352144,40.31808249,43.24303477,43.40329429,44.48829047,43.36353838,47.26624608,35.98181292,34.53650759,33.70252495,33.84141565,36.30064763,28.25642628,26.26672787,24.01520131,25.25872772
Haiti,Access to electricity (% of total population),33.7,31.542382,33.03467178,31.6,33.68727493,34.01931,33.9,34.72515488,35.10958099,35.51503754,35.93851852,36.37701416,37.9,37.28705597,37.75259018,38.22112656
Haiti,Renewable electricity share of total electricity output (%),51.73674589,47.64309764,47.53199269,47.6635514,47.53199269,47.6618705,47.54385965,32.90598291,37.24279835,28.71012483,30.15332198,12.83138918,20.09090909,13.36492891,8.712487899,7.996146435
Haiti,Renewable energy share of Total Energy Produced (%),76.04014456,73.88468095,74.75197609,74.92265162,71.28993129,76.8986823,77.01263141,75.55910152,75.76546916,76.87040998,79.02484324,79.00636972,83.16109801,82.33475811,78.39123834,76.07221323
Honduras,Access to electricity (% of total population),67.61672211,68.81343079,63.141137,65.090464,67.113528,68.903309,71.266448,73.548187,76.396899,78.269685,80.984668,82.195298,83.607727,87.184881,88.653773,89.98171
Honduras,Renewable electricity share of total electricity output (%),61.91128149,49.25334706,39.96590356,39.17548501,29.96702391,32.94663573,36.92821369,37.60063141,37.99053291,44.75471698,47.80876494,46.7790409,49.30232558,46.7550161,43.82931077,42.2755159
Honduras,Renewable energy share of Total Energy Produced (%),55.12760621,50.54400519,49.56291452,48.45273865,48.19214213,49.80780904,51.57203715,50.13152483,51.15814901,52.5970072,53.15536469,51.96953753,48.77768569,49.76716726,54.04094179,51.53741358
Hungary,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Hungary,Renewable electricity share of total electricity output (%),0.690517462,0.705753124,0.655474735,0.984038659,2.776788893,5.229891487,4.163529379,4.712212212,5.888819488,8.062270246,8.081132429,7.518254255,7.639670853,9.203142536,10.6831791,10.58269066
Hungary,Renewable energy share of Total Energy Produced (%),5.166111848,5.121124405,5.166033218,5.009128394,4.628674222,4.664768951,5.364128636,6.140332595,6.755189413,8.399154789,13.45602883,14.74299174,16.46520462,17.19638871,15.67454982,15.55936205
Iceland,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Iceland,Renewable electricity share of total electricity output (%),99.93492972,99.9502054,99.92870722,99.92941176,99.95361243,99.9424361,99.95971803,99.97495199,99.9878545,99.98811928,99.98827598,99.98837952,99.98290501,99.97240009,99.98344645,99.97872227
Iceland,Renewable energy share of Total Energy Produced (%),60.66047706,62.11936348,61.84319625,61.88160482,61.80698855,62.46559957,64.01584575,66.7515976,73.46157031,74.12387755,75.41969184,76.45085366,77.34468142,76.21949595,76.33887098,77.02968921
India,Access to electricity (% of total population),59.39574432,55.8,62.3,63.92449188,64.4,66.93244934,67.9,69.98802185,71.5473175,75,76.3,67.6,79.9,79.59911346,81.23950958,88
India,Renewable electricity share of total electricity output (%),13.59094803,13.20704353,12.05516116,13.46942476,14.4825005,16.61901808,17.54042472,17.86408569,16.50983374,15.66005525,16.04374444,17.31696286,15.73297336,17.34931383,16.25383982,15.34305035
India,Renewable energy share of Total Energy Produced (%),51.57934762,51.78721923,50.56944266,50.84279906,49.72402461,48.57530875,47.44372171,45.86780352,43.63288301,40.77082759,39.48150873,38.93174021,38.39089015,37.84984118,36.65183786,36.02122257
Indonesia,Access to electricity (% of total population),86.3,86.26,87.6,87.94,89.01,86.19462585,90.62,91.1,92.73,93.55,94.15,94.83,96,96.46425831,97.01,97.53736744
Indonesia,Renewable electricity share of total electricity output (%),15.95606751,17.47486519,14.9532883,13.6385363,13.60651781,13.60553286,12.2587772,12.9038839,13.31583247,13.2330616,15.85402492,11.99289052,11.23681448,12.27016017,11.47510049,10.65115563
Indonesia,Renewable energy share of Total Energy Produced (%),45.58150099,44.30833333,44.63581086,42.97783588,41.42415303,41.44568581,39.93704821,39.96935654,40.15875348,38.97047862,37.75342034,38.22547215,38.23365734,38.10645359,37.45426835,36.8793481
"Iran, Islamic Rep.",Access to electricity (% of total population),97.9,97.86053467,97.97327423,98.07955933,98.19033813,98.30693817,98.4,98.57985687,98.7438736,98.9274292,99.12870789,99.3441925,99.56376648,99.76177979,100,99.97505188
"Iran, Islamic Rep.",Renewable electricity share of total electricity output (%),3.037843271,3.910769018,5.72862754,7.229753441,6.394756707,9.080342303,9.544742114,8.887864853,2.423437281,3.369923657,4.163393559,5.122640095,4.985527537,5.707720798,5.195386896,5.104887878
"Iran, Islamic Rep.",Renewable energy share of Total Energy Produced (%),0.438389902,0.517141087,0.663690999,0.829586856,0.73776094,1.400793048,1.398239373,1.301536224,0.702090315,0.781922794,0.897453786,0.916869396,0.934277506,0.995531841,0.939119651,0.913005057
Iraq,Access to electricity (% of total population),96.36474609,96.56269073,96.74828339,96.92759705,97.10668945,97.29161835,97.62211156,98.1,97.94059753,98.21245575,98.48660278,98,99.3,99.37960052,99.65541077,99.86218262
Iraq,Renewable electricity share of total electricity output (%),1.915360502,1.916219652,1.5267401,1.527875794,1.526552098,19.73684211,18.02323862,17.25787526,9.447516808,8.526435385,9.746871677,6.30206111,9.544091442,8.142480572,4.325050171,3.731754737
Iraq,Renewable energy share of Total Energy Produced (%),0.363571952,0.352055214,0.323986058,0.358040206,0.360068906,2.303329117,2.554006468,2.032616968,1.185129437,1.237633917,1.709637055,1.074336558,1.26387438,1.368784009,0.91210465,0.798830769
Ireland,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Ireland,Renewable electricity share of total electricity output (%),5.005702699,4.169373173,5.562935233,4.577450625,5.528455285,7.308983064,9.127452427,10.03339678,11.99679016,14.69346877,13.23111868,19.96392284,19.36553554,22.0058651,24.75976441,27.96540802
Ireland,Renewable energy share of Total Energy Produced (%),2.034167233,1.97160804,2.246424848,2.013803863,2.313448594,2.889906401,3.203652638,3.556367276,4.153371219,5.246756479,5.273538143,6.709364607,6.618548611,7.404766881,8.520669791,9.081399013
Israel,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Israel,Renewable electricity share of total electricity output (%),0.072665901,0.045505222,0.07032967,0.091409621,0.082489054,0.080243611,0.049448159,0.0446163,0.056138381,0.179973822,0.290146951,0.50436502,0.768217386,0.931150321,1.514478812,1.89020023
Israel,Renewable energy share of Total Energy Produced (%),5.970640521,6.297686075,6.517739749,6.520650315,6.713898323,7.000401125,6.82470273,6.650404241,8.822178689,8.417051651,8.503355,9.021751467,2.686302925,3.319186866,3.680132349,3.707766913
Italy,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Italy,Renewable electricity share of total electricity output (%),18.84819275,19.98867206,17.40880331,16.37080041,18.21338373,16.31821857,16.45644494,15.48072493,18.55119336,24.01893631,25.76035987,27.59472872,31.02039032,38.90534856,43.39160638,38.67922518
Italy,Renewable energy share of Total Energy Produced (%),5.119514798,5.382566849,5.596669925,6.240586709,5.935948542,6.702639079,7.512564041,8.731729747,10.8233493,12.53975273,12.794093,11.90494027,14.39164897,16.32088504,17.09035884,16.51685058
Jamaica,Access to electricity (% of total population),84.56950378,87.708112,86.681291,86.94269562,87.72522736,88.51361084,89.31389618,90.13214874,92,91.83472443,92.7145462,91.1,93.1,95.43212128,96.35400391,97.27888489
Jamaica,Renewable electricity share of total electricity output (%),4.844081138,3.455528846,2.249783675,2.518891688,3.283912983,3.691727297,3.947544494,4.969979987,6.13931523,7.366984993,7.685185185,8.726523133,10.92415871,9.842223892,9.796314258,10.26200873
Jamaica,Renewable energy share of Total Energy Produced (%),11.90213459,11.15100316,12.73327188,12.99683124,11.47821437,11.32283422,9.309198472,9.497792373,10.76368448,14.04097406,13.71996666,13.88479775,17.03903942,15.75997884,16.11678991,16.77190746
Japan,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Japan,Renewable electricity share of total electricity output (%),9.116049011,8.965438076,8.708705683,10.02210957,9.795827169,8.407113732,9.449098226,8.201786899,8.789326611,9.145716508,10.53177716,11.4628446,11.19424738,12.20529179,14.05935936,15.98478072
Japan,Renewable energy share of Total Energy Produced (%),3.916108019,3.73677736,3.695374373,4.079025011,4.013757492,3.65447331,4.029363809,3.752731799,3.983866936,4.035613662,4.585529562,4.693602259,4.533085434,4.91215213,5.625025887,6.297357081
Jordan,Access to electricity (% of total population),98.7668457,98.83626556,99.5,98.94473267,99.17343682,99.05230713,99.12063599,98.8,99.30954742,99.4,99.57345581,99.72016907,99.5,99.94194031,99.98558807,99.99832153
Jordan,Renewable electricity share of total electricity output (%),0.569491525,0.67558617,0.750122971,0.625469102,0.691424111,0.673296043,0.539568345,0.569186986,0.534759358,0.483464126,0.494010963,0.450604219,0.421788383,0.370735098,0.362239297,0.967708005
Jordan,Renewable energy share of Total Energy Produced (%),2.084113358,2.119358969,2.087283835,1.979978495,1.828625919,1.687983878,2.282069258,2.327651566,2.74218407,2.783594185,2.973125599,3.027530759,2.939058732,3.150749899,3.130551865,3.229170042
Kazakhstan,Access to electricity (% of total population),99.04738617,99.09512329,99.13079834,99.16020966,99.18939972,99.22441101,99.76654765,99.33415222,99.41656494,100,99.63712311,99.79746835,99.87473297,99.95161438,99.98814392,100
Kazakhstan,Renewable electricity share of total electricity output (%),14.67344712,14.21284978,15.23773611,13.50483826,12.03525282,11.57899391,10.84053198,10.66738035,9.287039227,8.739677296,9.706458873,9.10424318,8.231250741,7.505383854,7.877755358,8.874027877
Kazakhstan,Renewable energy share of Total Energy Produced (%),2.505037491,2.410000186,2.773657943,2.284796643,1.888490886,2.094401363,2.127061349,1.833245667,1.153802847,1.305589862,1.382363385,1.381919538,1.32774976,1.165225302,1.305655116,1.558442912
Kenya,Access to electricity (% of total population),15.9132328,17.08220673,18.23883247,16,20.5392971,21.69526291,22.86313248,24.04897118,25.25732994,23,19.2,28.99655342,30.27099991,31.55445671,36,41.6
Kenya,Renewable electricity share of total electricity output (%),46.9795307,66.59282233,78.0167778,83.61411953,74.98603092,71.66236003,70.34087289,71.60055564,63.13069909,55.29151292,69.06951582,66.87298517,74.77653973,69.28796755,81.48628213,87.51424723
Kenya,Renewable energy share of Total Energy Produced (%),79.03537161,80.23601499,80.54352768,83.18299028,82.27362614,81.22574422,79.76778456,80.26257842,80.47635004,78.14866866,76.27312323,77.0836394,78.49761951,77.13674631,75.5181686,72.66275251
"Korea, Rep.",Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Korea, Rep.",Renewable electricity share of total electricity output (%),1.424828265,1.377382843,1.041224485,1.492754763,1.26318833,1.044669145,0.99883163,1.069956915,0.985727672,1.037690734,1.245374639,1.438122653,1.335945078,1.632858702,1.566868059,1.894666312
"Korea, Rep.",Renewable energy share of Total Energy Produced (%),0.700450814,0.692197634,0.696662626,0.845581665,0.770203659,0.87292338,0.948657762,1.02492174,1.060729264,1.206796036,1.314953503,1.347612055,1.614257513,1.922273654,2.838191508,2.707702804
Kuwait,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Kuwait,Renewable electricity share of total electricity output (%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Renewable energy share of Total Energy Produced (%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Latvia,Renewable electricity share of total electricity output (%),68.25435203,66.3317757,62.51572327,58.81761006,68.15952229,69.58825927,56.96176651,59.27478516,60.90254077,63.85347459,54.85136563,50.4922875,66.62883087,56.917378,54.54191791,50.17169709
Latvia,Renewable energy share of Total Energy Produced (%),35.82038981,35.3472298,34.38258949,34.33766248,36.11247547,36.30050044,33.9989639,33.07538637,33.70493558,38.39414096,33.06400041,35.5339218,40.36562479,39.60303803,40.2360616,38.09801717
Lebanon,Access to electricity (% of total population),99.33989716,99.39809418,99.44422913,99.48410034,99.9,99.5692215,99.38381709,99.9,99.9,99.87830353,99.94880676,99.68401095,99.99830627,100,100,100
Lebanon,Renewable electricity share of total electricity output (%),4.640826873,3.303243726,5.828748281,10.83207502,9.070294785,8.477186158,6.024096386,4.860822601,2.802193674,4.516738073,5.339867617,4.919034525,6.792121948,7.256819352,1.075089127,2.603826919
Lebanon,Renewable energy share of Total Energy Produced (%),4.908444347,4.416921404,5.73547203,7.458904423,6.516104916,6.918333944,7.496193067,8.562004766,5.66937145,4.276906915,5.203632044,5.17973464,4.944418139,5.717306905,3.233519146,3.64671967
Lesotho,Access to electricity (% of total population),4.258760108,3.629649639,5.303376675,6.97081995,6.8,10.31110764,9.7,13.69901657,15.42447567,17,18.93547249,20.71500206,22.50654793,24.30710411,27.8,27.92323875
Lesotho,Renewable electricity share of total electricity output (%),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Lesotho,Renewable energy share of Total Energy Produced (%),56.69817615,56.49984342,56.1638601,55.9395401,55.41074653,55.30662989,55.46039537,55.32654244,54.98622663,53.98140827,53.44923217,53.13546633,52.41275121,52.29837891,51.38889849,52.13920609
Liberia,Access to electricity (% of total population),0.01,0.01,0.01,0.01,0.011186852,0.044350129,0.244776547,3,1.75265646,1.9,5.146131039,4.1,8.599683762,9.8,9.4,13.84009171
Liberia,Renewable electricity share of total electricity output (%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,Renewable energy share of Total Energy Produced (%),90.82612478,90.72429595,91.39939972,90.71503328,90.18406272,88.22741386,87.63470566,89.84999737,91.49439415,91.51302451,89.2054669,87.36797439,85.17993645,86.98962649,83.93553433,83.84704334
Libya,Access to electricity (% of total population),99.8,99.4646759,99.33629608,99.20162964,99.06674194,98.93770599,98.82056427,98.7213974,98.6447525,98.58912659,98.55153656,98.52895355,98.51839447,98.5168457,98.52130127,98.52876282
Libya,Renewable electricity share of total electricity output (%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,Renewable energy share of Total Energy Produced (%),2.042162689,2.024196087,1.965954551,1.947866432,1.865917485,1.813492585,1.87720936,2.002138536,1.87579255,1.719515088,1.568330806,2.230720912,1.912860304,1.71780327,1.753929078,1.966554457
Lithuania,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Lithuania,Renewable electricity share of total electricity output (%),3.057279022,2.283804484,2.070082109,1.763331209,2.282423208,3.191120361,3.601887886,4.31328879,4.517145644,4.67117394,18.24189027,26.18935469,26.12055641,36.21262458,40.74973031,39.40817285
Lithuania,Renewable energy share of Total Energy Produced (%),17.18556439,17.58941863,17.88962616,18.06564408,18.06680328,17.5096092,17.46242818,17.06213084,18.33383246,20.08648269,21.45765236,22.73827261,23.9225825,26.34251347,27.70505248,28.96117925
"Macedonia, FYR",Access to electricity (% of total population),97.39627838,97.6114502,97.81427765,98.01065063,98.21151733,98.41820526,99,98.87129974,99.2,99.2,99.65153503,99.7261638,99.9574585,99.99384308,99.99980927,100
