Country,Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Macedonia, FYR",Renewable electricity share of total electricity output (%),17.17809426,9.839673059,12.42817271,20.39180766,22.22888856,21.49236531,23.55124179,15.54324408,13.31009349,18.59988284,33.48484848,21.21615624,16.67198978,26.14046603,24.04168217,35.93694651
"Macedonia, FYR",Renewable energy share of Total Energy Produced (%),19.37627019,15.16867052,14.63241025,17.29208408,18.20220959,18.95058532,19.64586697,15.69944854,15.59055064,18.46546403,22.3303036,18.64403534,18.28229655,21.19708744,21.20423858,24.21812973
Madagascar,Access to electricity (% of total population),13.62473679,14.8,14.24195862,20.3,14.83404636,15.13582134,15.44950294,15.78115177,16.13532257,17.4,16.90373993,14.3,17.73223686,12.9,18.59678078,19.03506088
Madagascar,Renewable electricity share of total electricity output (%),61.12598031,59.61936438,60.2930672,59.76263893,56.23206107,56.40335918,54.35330469,58.84979913,54.94083472,58.17085463,52.28463241,48.01905337,49.68950637,50.77202982,53.30695635,54.59645655
Madagascar,Renewable energy share of Total Energy Produced (%),78.39990119,80.00382948,83.47705,80.59518457,79.85622637,80.47097682,84.34497481,83.34396225,82.33425468,83.17579674,81.93107572,78.84478146,76.39690018,72.74314641,72.02652708,70.17441591
Malaysia,Access to electricity (% of total population),97.00534058,97.21986389,97.42203522,97.61792755,97.813591,98.0240097,98.2416687,98.47579956,98.72924805,99.3,99.28923035,99.56734467,99.8,99.92913818,99.98512268,99.99858856
Malaysia,Renewable electricity share of total electricity output (%),10.05847953,9.929097969,7.144877372,6.443308823,7.086432356,6.28016402,7.172436825,6.656343574,7.628756352,7.005853297,5.992659433,6.714368594,7.383484272,8.57764478,9.707802996,9.957168455
Malaysia,Renewable energy share of Total Energy Produced (%),6.743503724,6.478488911,5.71659094,5.413557381,5.169039721,4.924525098,4.994399452,4.557707547,4.729134486,4.23012405,3.819042295,4.107762964,4.410310606,4.486299645,4.769773637,5.194442589
Mali,Access to electricity (% of total population),10.28409481,10.8,13.26835442,14.7480278,16.22747993,17.71277428,16.6,20.72514153,22.26283073,24.03089583,25.39828682,26.99004555,25.6,30.20660782,31.82540131,37.6
Mali,Renewable electricity share of total electricity output (%),30.35935564,38.91891892,45.15522107,51.51267375,51.48833467,50.59008655,48.76219055,46.69978708,44.96961512,72.46085602,53.79560688,52.62734992,57.49284404,64.79330305,42.87441124,43.51635514
Mali,Renewable energy share of Total Energy Produced (%),85.38847575,85.32991331,85.91136174,86.44131775,85.84420843,85.79597449,82.6659444,78.88674745,76.23711595,72.70718331,69.12568403,66.6491335,64.92862094,62.40939748,64.59126071,61.52698472
Mexico,Access to electricity (% of total population),98.007132,97.18483734,97.897085,97.52024841,98.597701,98.932728,99.11416,98.25283051,98.914037,98.71661377,99.236696,99.24835968,99.111637,99.74873352,99.172928,99
Mexico,Renewable electricity share of total electricity output (%),19.8040598,17.10563209,15.05583789,12.12571491,14.44842434,15.19731385,15.33424876,14.09044302,17.54302582,12.94733225,16.60285189,14.88880301,13.78813129,13.29954326,17.54351633,15.39413379
Mexico,Renewable energy share of Total Energy Produced (%),12.16735994,11.34388488,10.68278055,10.16903862,10.21329275,10.30575562,9.824107412,9.456579741,9.769617777,9.168405481,9.359977543,9.066472235,8.964824208,9.231363457,9.758462423,9.215213455
Moldova,Access to electricity (% of total population),98.08543396,98.31710815,99,98.75007629,99.1,98.6,99.40963745,99.63329315,99.81942749,99.93630219,99.9860611,99.99860382,100,100,100,100
Moldova,Renewable electricity share of total electricity output (%),6.724937567,6.292772492,6.507854307,6.313850276,6.470992104,6.293823038,6.188443861,6.383338977,6.459647957,5.776056793,6.657942091,6.08365019,4.636332299,6.969494545,6.204447767,5.368576588
Moldova,Renewable energy share of Total Energy Produced (%),5.722138713,5.597062744,5.827728095,5.920881993,4.850144156,4.311912149,4.980543,4.465200588,4.937614891,4.860461127,8.440061982,9.887070926,10.46933036,13.07886258,13.04735002,14.27368871
Mongolia,Access to electricity (% of total population),67.3,74.0714035,74.51846313,76.3,75.3997879,86.2,76.30448914,76.78076172,77.27954865,77.79936981,78.50208044,72.05707491,79.45494843,81.2,80.60873413,81.1916275
Mongolia,Renewable electricity share of total electricity output (%),0,0,0,0,0,0,0,0,0,0,0,0,0,1.693227092,3.162202381,3.083620533
Mongolia,Renewable energy share of Total Energy Produced (%),5.713471108,6.074890009,6.500197962,6.079986888,5.744707055,5.321772452,4.461787267,4.68248358,4.628963995,4.36488739,4.348320566,3.899355383,2.847908701,2.924524461,3.269842824,3.42973729
Montenegro,Access to electricity (% of total population),99.4369812,99.4541626,99.46000671,99.46105957,99.46193695,99.83022071,99.48332214,99.51626587,99.56887817,99.64112091,99.72993469,99.82582092,99.91059875,99.7,99.99226379,99.99916077
Montenegro,Renewable electricity share of total electricity output (%),0,0,0,0,0,65.15363128,59.28184282,59.8880597,54.42008487,75.03623188,68.37394331,45.3313253,51.93389592,63.47275032,55.21588402,49.65034965
Montenegro,Renewable energy share of Total Energy Produced (%),,,,,,47.61374655,44.83067905,42.26673992,38.75814394,49.16422976,49.09400765,42.83282857,45.91251069,49.37777669,45.99433488,43.00406055
Morocco,Access to electricity (% of total population),69.85096741,71.93392181,74.00453949,76.06886292,78.2,80.20292664,96.5,84.38460541,86.50695038,88.65032196,90.81171417,92.98812866,95.17656708,97.37400818,91.6,99.58601379
Morocco,Renewable electricity share of total electricity output (%),6.079452694,7.158048651,6.852641943,10.00723851,10.20615645,6.143079316,5.945428917,6.000904659,5.967898833,13.99385197,17.43409936,10.78941054,8.629961588,14.64795845,12.38781048,14.30889033
Morocco,Renewable energy share of Total Energy Produced (%),15.25900974,15.11672674,14.93612451,15.70333275,23.50541791,20.65759015,18.64916383,16.96936479,15.11902023,14.75654491,14.40785881,12.35167755,11.40499417,12.05025651,11.71858728,11.31745963
Myanmar,Access to electricity (% of total population),44.11086655,44.86624146,47,46.3460083,47.08253098,47.82489395,48.5791626,49.35139847,50.14615631,50.96194458,48.8,52.64458084,53.5054245,54.37528229,52,60.5
Myanmar,Renewable electricity share of total electricity output (%),36.96756546,38.85689913,41.65351223,38.24884793,42.93100374,49.81715426,53.9422453,56.55571183,61.4768952,75.47386559,67.67864245,76.18565059,72.36302646,72.04213277,62.36490782,58.85410144
Myanmar,Renewable energy share of Total Energy Produced (%),80.16367444,82.47411174,82.99860779,79.790745,80.26836221,79.55089836,81.11655037,80.31546775,85.56656588,85.62958632,84.40455649,83.86031305,77.90955817,74.10515902,66.13285379,61.52781165
Namibia,Access to electricity (% of total population),36.5,36.64488602,37.58753967,38.52390671,39.4600563,40.4020462,41.35594177,43.7,43.32218933,44.33760071,45.37103653,46.41949081,47.4799614,47.4,49.62493515,50.70343018
Namibia,Renewable electricity share of total electricity output (%),99.21819474,100,99.58012596,99.85925405,99.12980421,99.75903614,94.14694894,97.84263959,88.74045802,94.56375839,95.55555556,98.18181818,97.80888618,95.56724267,99.13217623,97.78645833
Namibia,Renewable energy share of Total Energy Produced (%),33.51405433,29.2987598,33.0062662,32.56221605,32.10709648,32.05699495,32.86201577,32.76771534,27.02579248,27.07544429,26.37391934,27.9422018,28.55746861,28.27231269,27.61747181,26.46842984
Nepal,Access to electricity (% of total population),27.53760529,24.6,35.39025497,39.30412292,37.2,47.13725662,51.2,55.018013,58.98989487,62.98280716,66.9937439,76.3,75.05766296,79.10464478,84.9,87.21362305
Nepal,Renewable electricity share of total electricity output (%),98.37251356,99.03588645,99.81158738,99.82355536,99.4210091,99.36833794,99.52692868,99.67765043,99.6799431,99.58266453,99.90648379,99.94272623,99.46509009,99.71566676,99.97366342,100
Nepal,Renewable energy share of Total Energy Produced (%),88.28454556,87.7565053,89.94329659,89.44287717,90.29701046,89.51737693,91.25326176,91.31227101,90.46893148,88.92708666,87.29244859,86.94551203,84.69734034,86.25309589,84.37478906,85.26395819
Netherlands,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Netherlands,Renewable electricity share of total electricity output (%),3.315817072,3.525404909,4.140402788,4.092214258,5.243345782,7.4508862,8.146064574,7.21057386,8.861759893,9.531097448,9.387943322,10.81228118,12.11446495,11.97511205,11.32104663,12.44208231
Netherlands,Renewable energy share of Total Energy Produced (%),1.751963262,1.782581591,1.933693827,1.924418912,2.239479432,2.771630523,3.151838281,3.721633781,3.973984795,4.410131668,3.873162742,4.696714057,4.962298743,5.024976324,5.659627737,5.889463079
New Zealand,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
New Zealand,Renewable electricity share of total electricity output (%),71.50100645,63.55503892,69.47746683,65.9955367,72.06184604,64.23617576,64.47869364,65.574932,64.25167043,71.70736198,73.18056298,76.04028505,71.8665281,74.25811223,79.20239053,80.08143875
New Zealand,Renewable energy share of Total Energy Produced (%),28.95808981,26.88088194,28.77021445,28.10631602,30.55535317,29.26885813,29.37904818,29.1246308,28.15952614,30.22503243,31.32269173,32.1281911,30.47484154,30.00587283,30.32263714,30.78917555
Nicaragua,Access to electricity (% of total population),72.82972717,72.22158,73.83669281,74.32772064,74.81852722,73.821815,75.82373047,76.35025024,76.89929199,77.916313,78.05745697,78.66056824,79.2756958,79.89984131,81.853073,81.16313934
Nicaragua,Renewable electricity share of total electricity output (%),21.395151,19.8015873,24.58015267,27.05627706,27.72073922,34.61160275,30.05743459,28.99002494,35.52514133,30.90066609,37.00464608,33.9958159,42.81815927,52.3043687,53.86864597,50.05459707
Nicaragua,Renewable energy share of Total Energy Produced (%),58.36679855,56.56910675,56.58845929,54.11642542,53.7840863,53.89533025,51.77493809,51.36475448,52.56067057,52.79614315,52.64110322,51.67871516,52.07877351,52.55522162,51.83928357,48.20490919
Niger,Access to electricity (% of total population),6.481481481,8.3606987,8.817951202,9.268918991,9.719666481,7.1,9.3,11.1312151,11.64019966,12.17021084,12.71824646,14.3,14.4,14.44045448,15.03054428,16.6
Niger,Renewable electricity share of total electricity output (%),0,0,0,0,0,0.873362445,0.917431193,0.892857143,1.315789474,1.167315175,1.023890785,0,0,0.902934537,0.902934537,0.753295669
Niger,Renewable energy share of Total Energy Produced (%),87.68816385,87.69441089,87.80032242,87.02711811,87.04576427,87.5983863,87.48039168,86.21984837,86.11051303,83.2964811,80.70682998,77.27095453,72.74666524,78.73374228,78.14143846,78.93982752
Nigeria,Access to electricity (% of total population),42.73761368,43.67113113,44.59230042,52.2,46.42185211,47.34236145,48.27477646,50.13091943,50.3,51.1919899,48,55.9,54.26990509,55.6,56.37191391,52.5
Nigeria,Renewable electricity share of total electricity output (%),38.21552251,38.21627215,38.21768392,36.90051526,33.40061792,33.00055227,27.10082215,27.09983462,27.10090005,22.90033878,24.40182229,21.76148554,19.71364871,18.43991275,17.59131293,18.19512506
Nigeria,Renewable energy share of Total Energy Produced (%),86.19026509,84.59524905,84.51355741,82.95602162,83.96670102,84.07230811,86.14050992,87.37957486,86.35199404,88.83185073,86.7812381,86.15336544,86.44862816,86.78431,87.29924781,86.63562156
Norway,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Norway,Renewable electricity share of total electricity output (%),99.71510971,99.52030463,99.5830774,99.39907565,99.35063166,99.4717476,99.31613074,99.13453626,99.40296182,96.57044259,95.7326474,96.49442114,97.95491121,97.70226925,97.65553085,97.70987062
Norway,Renewable energy share of Total Energy Produced (%),60.18813121,59.60640927,59.49311285,56.25686892,56.87160659,58.59180953,57.05969043,57.39006553,58.49373253,56.77092509,56.42455578,56.52932897,58.27585039,57.72594953,57.19640195,57.7720016
Oman,Access to electricity (% of total population),,,,,,,,100,100,100,100,100,100,100,100,100
Oman,Renewable electricity share of total electricity output (%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,Renewable energy share of Total Energy Produced (%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,Access to electricity (% of total population),75.26216125,77.7,78.1339035,79.55731964,80.98051453,83.85,83.85049438,89.2,86.79083252,90.73,89.81377411,91.37,92.89678955,93.6,96.01585388,93.5
Pakistan,Renewable electricity share of total electricity output (%),25.24223384,26.15076626,29.52419951,33.33415811,29.97932943,32.96200963,32.53438954,30.00909462,30.32658051,29.46086811,33.70380573,29.98948365,31.06059818,31.00618779,31.10255356,31.43034972
Pakistan,Renewable energy share of Total Energy Produced (%),50.95914949,51.31745439,51.08923639,49.71014652,47.5096912,47.51559686,46.51300838,44.27607524,45.99395551,45.77233981,46.7220403,46.07094048,46.52323559,47.46095201,46.60452974,46.47632492
Panama,Access to electricity (% of total population),81.40141009,81.52078247,82.24740601,87.8,83.68785095,84.4138031,85.15166473,85.90749359,86.68584442,87.48522186,86.85,89.13504028,89.97947693,89.1,91.69238281,92.55484009
Panama,Renewable electricity share of total electricity output (%),70.43175772,49.21935988,64.59474778,51.00430416,66.01284499,64.3041016,60.17699115,57.69826518,62.07003891,56.68835864,57.1041582,52.68473536,62.93153551,57.92587631,55.79842791,65.32634033
Panama,Renewable energy share of Total Energy Produced (%),34.39784934,31.08782106,34.69901016,33.84103869,33.37902219,27.04150179,26.94174733,26.48901697,30.54582871,26.22326101,19.93740572,19.14038946,20.61955102,20.31333379,19.77078859,21.23415234
Papua New Guinea,Access to electricity (% of total population),12.21201515,12.8312397,13.43811703,14.03871059,14.63908291,15.24529839,12.4,16.4995079,17.15811729,17.8377552,19.5,19.24809456,19.97279167,20.7064991,21.44621468,22.18893433
Papua New Guinea,Renewable electricity share of total electricity output (%),47.07121787,34.64830666,32.27036395,29.23222152,24.36801881,28.88307155,32.5567503,38.81598134,38.54700855,39.18531268,37.97851831,37.94326241,37.32731137,35.77194753,34.53065134,34.53065134
Papua New Guinea,Renewable energy share of Total Energy Produced (%),66.37890711,63.43943951,62.48432675,60.39681556,57.47948933,58.56340944,58.85497241,57.12915388,56.92430986,56.01605302,55.2524869,54.73322636,55.46508172,53.99550997,52.55234961,52.49865195
Paraguay,Access to electricity (% of total population),89.01773834,91.04207,91.666443,92.558399,93.249876,94.686886,96.749045,96.452771,96.677896,96.891335,97.43086,98.23656,97.835616,99.015884,99.000716,99.331532
Paraguay,Renewable electricity share of total electricity output (%),100,100,100,100,100,100,100,100,100,100,99.99815041,99.99826464,99.99501951,99.99503155,99.98914656,99.99820608
Paraguay,Renewable energy share of Total Energy Produced (%),70.41173574,69.84046502,67.68032012,67.04732837,66.73328349,68.82404058,67.26376257,66.78736454,66.63216413,66.39284642,64.249376,63.11141223,62.67748634,63.10270154,63.11693531,61.67699459
Peru,Access to electricity (% of total population),72.496495,72.113111,74.382688,74.380966,75.692357,77.173645,80.157275,81.988131,84.678343,86.42432,88.123061,89.707491,91.099508,92.135365,92.919989,93.852179
Peru,Renewable electricity share of total electricity output (%),81.98754645,85.52314949,82.91406996,81.70912581,72.88806432,72.26950076,73.29483149,66.7100999,60.13259328,60.59096845,57.7208136,56.76006425,55.250319,53.93968648,52.36845558,52.73051336
Peru,Renewable energy share of Total Energy Produced (%),32.1550549,34.84129062,34.16585147,34.8173472,32.60697896,32.7318398,33.87949431,32.37201084,25.71716003,28.06084509,30.79721128,29.54725883,28.25329448,25.98338532,25.99686493,25.50390552
Philippines,Access to electricity (% of total population),73.46167755,74.50588989,75.53775024,76.6,77.58869171,78.61989594,79.66300201,80.72408295,83.3,82.91230011,84.03495026,85.17262268,86.32230377,87.5,88.64569855,89.08
Philippines,Renewable electricity share of total electricity output (%),42.89026275,37.2922423,35.64280851,33.41896487,33.73125793,32.3651599,36.02838878,31.59987251,33.9159172,32.58506807,26.29830829,28.65589222,28.44448101,26.40368825,25.59731822,25.41346632
Philippines,Renewable energy share of Total Energy Produced (%),34.84503162,33.53470845,32.82715431,32.04987259,31.31318902,31.42958284,32.5966322,31.2034145,31.72706478,31.2239207,28.81183559,29.39878283,30.22468995,29.30716135,28.58217185,27.45154445
Poland,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Poland,Renewable electricity share of total electricity output (%),1.62878735,1.936390646,1.941768012,1.499910005,2.102261554,2.476200285,2.669129905,3.420235448,4.271217116,5.742418327,6.931102751,8.053678932,10.43775624,10.40531148,12.51861105,13.80239867
Poland,Renewable energy share of Total Energy Produced (%),6.926653185,7.2914594,7.490107297,7.292936788,7.310031005,7.21471645,7.183965055,7.275764524,8.010540196,8.842062692,9.488623858,10.43787918,10.91514325,11.41337981,11.56931553,11.91148821
Portugal,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Portugal,Renewable electricity share of total electricity output (%),29.66891082,34.09504419,21.32092004,38.05378216,27.47005153,17.88343293,32.36577734,34.58290686,32.19791094,36.96495695,52.80773314,46.47510022,42.50043883,58.31915146,60.740199,47.52637429
Portugal,Renewable energy share of Total Energy Produced (%),20.11402495,20.82793312,18.27982187,22.09248039,19.86932538,18.07280039,22.33175137,23.14813607,23.18916935,24.89454299,27.82797757,27.21910302,25.51744089,30.17205521,30.45700808,27.15729839
Puerto Rico,Access to electricity (% of total population),,,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Puerto Rico,Renewable electricity share of total electricity output (%),0.733473916,0.941619586,0.949257853,1.086184568,0.571783717,0.552840317,0.569206718,0.665692483,0.674828049,0.733664666,0.573634108,0.673052147,0.698647422,1.39324421,1.627869883,1.837446479
Puerto Rico,Renewable energy share of Total Energy Produced (%),0.733473891,0.941619551,0.949257795,1.086184555,0.571783715,0.552840372,0.569206677,0.665692455,0.674828024,0.733664639,0.573634039,0.673052168,0.698647347,1.393244137,1.627869144,1.837446383
Qatar,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Qatar,Renewable electricity share of total electricity output (%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,Renewable energy share of Total Energy Produced (%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Romania,Renewable electricity share of total electricity output (%),28.45534717,27.70393198,29.32127524,24.05150526,29.23414574,34.02117382,29.28369778,25.94976732,26.51641111,26.93579952,33.48785034,26.31494056,25.39558308,34.42155255,41.6060857,39.7469737
Romania,Renewable energy share of Total Energy Produced (%),16.36718689,13.3946052,14.40930884,15.67141177,17.27532124,18.51016997,17.41050825,18.17942632,20.38899617,22.18226968,24.09570704,21.11273621,21.55095917,23.0902322,24.3318801,23.69779403
Russia,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Russia,Renewable electricity share of total electricity output (%),18.72960564,19.56702383,18.26085783,17.07669458,18.95623747,18.20252976,17.49382461,17.52064093,15.91410503,17.64404648,16.12058881,15.80302393,15.56373111,17.17463022,16.5682512,15.85579515
Russia,Renewable energy share of Total Energy Produced (%),3.497189098,3.621604248,3.459288723,3.280098638,3.554391407,3.615024605,3.483899853,3.669240152,3.307738381,3.599623033,3.342748397,3.227795536,3.354041116,3.744504114,3.422426946,3.304228351
Rwanda,Access to electricity (% of total population),6.2,5.857765675,6.743775368,7.623501778,8.503006935,4.8,10.28560829,11.20083046,6,13.09734249,9.7,10.8,16.06977654,15.2,19.8,22.8
Rwanda,Renewable electricity share of total electricity output (%),96.46017699,97.79789899,98,98.3277592,58.66388309,55.77249576,22.49560633,25.70426792,37.22365039,39.97584541,39.95019566,43.29956585,46.26090939,35.88129932,44.0581476,56.88782816
Rwanda,Renewable energy share of Total Energy Produced (%),86.67852456,86.87576277,87.10820267,87.2876199,87.54213662,89.24461218,90.58585273,90.30988791,90.63050313,90.54192683,90.65552908,89.64481259,88.78529096,88.47424848,88.18130377,86.65537429
Saudi Arabia,Access to electricity (% of total population),,,,,100,100,100,100,100,100,100,100,100,100,100,100
Saudi Arabia,Renewable electricity share of total electricity output (%),0,0,0,0,0,0,0,0,0,0,0,0,0.00036808,0.000352092,0.000320712,0.000295564
Saudi Arabia,Renewable energy share of Total Energy Produced (%),0.009117777,0.010460769,0.009550452,0.009141477,0.008721059,0.008307274,0.008757458,0.007985372,0.007256284,0.007049215,0.006254908,0.006841222,0.006455407,0.006374478,0.006008742,0.005976542
Senegal,Access to electricity (% of total population),62.2570631,41.43057632,36.8,44.19868088,36.8,47.1,49.9,49.78073883,51.21966171,53.5,54.15758896,56.5,57.15559769,57,61,60.5
Senegal,Renewable electricity share of total electricity output (%),3.304239401,3.276955603,12.91585127,18.34264432,14.92932862,12.6572327,11.84911849,8.320783133,9.777138749,10.21693492,10.72821847,10.69501745,9.826086957,10.41842179,10.41722746,10.41719343
Senegal,Renewable energy share of Total Energy Produced (%),47.51524555,45.82788484,44.48389435,44.7177002,40.7981222,41.22865403,44.20478341,40.63060515,40.4667628,51.95856714,50.26046684,48.6553647,50.36974551,43.59382927,43.35706358,42.71175163
Serbia,Access to electricity (% of total population),99.84008026,99.81719971,100,99.73330688,99.68743896,99.69072165,99.62382507,99.62101746,99.62101746,99.64244843,99.718398,99.74458313,99.81497192,99.88726807,99.66079793,99.98274231
Serbia,Renewable electricity share of total electricity output (%),35.14938489,35.43979505,33.51397604,27.85443646,29.50963222,32.98788178,30.05674187,27.46101231,25.96725584,27.94612795,31.77457713,22.79349884,25.68908794,26.06368063,32.98451235,26.90517356
Serbia,Renewable energy share of Total Energy Produced (%),23.58647717,21.15550085,19.08033581,16.26229891,14.86537169,16.37174748,15.68668356,14.29340656,15.56633957,20.82235705,20.59508764,17.55075746,19.60573384,20.22826896,23.42929075,21.17388528
Sierra Leone,Access to electricity (% of total population),11.10391712,11.41564369,11.71502399,12.00812054,16.8,11.33248552,12.91033745,13.23892975,12.1,13.96218109,11.46217307,14.2,15.17472649,13.5,16.03315544,16.46837616
Sierra Leone,Renewable electricity share of total electricity output (%),16.57866948,10.95890411,10.26785714,11.14206128,14.10684474,22.48803828,10.19417476,30,69.01481524,66.66085757,87.38205474,87.37759053,66.09951307,64.10973904,65.35694521,60.97560976
Sierra Leone,Renewable energy share of Total Energy Produced (%),89.28415166,87.1728796,87.12519506,85.68773608,85.74015667,87.25076857,83.38563965,85.56401919,85.27460055,85.38656001,84.17509258,80.34597479,78.42975555,75.22477528,73.05428622,77.66055863
Singapore,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Singapore,Renewable electricity share of total electricity output (%),0.773724933,1.429478074,1.364528041,1.400996264,1.301241477,1.250883207,1.209370722,1.183964214,1.258479756,1.298260089,1.305085867,1.327741319,1.358284899,1.546832329,1.662616444,1.820886641
Singapore,Renewable energy share of Total Energy Produced (%),0.325118893,0.595906734,0.576908092,0.575479846,0.525078849,0.535101712,0.51811873,0.503977768,0.5317358,0.478419172,0.475165157,0.469261488,0.495199918,0.555974866,0.621625223,0.708635297
Slovakia,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Slovakia,Renewable electricity share of total electricity output (%),14.98473927,15.94989955,16.82602757,11.55683212,13.54563362,14.91451901,15.36910819,17.68966012,15.86578581,18.94749026,21.62831343,17.6718043,19.32363739,22.28028337,22.94459997,22.67948333
Slovakia,Renewable energy share of Total Energy Produced (%),3.728088583,6.001000951,5.481048827,5.346868056,6.247301565,6.306465482,6.567616328,8.232176727,7.629430259,9.999141564,10.27973566,10.35756693,10.47258454,10.67838221,12.24275155,13.40916822
Slovenia,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Slovenia,Renewable electricity share of total electricity output (%),28.65531415,26.73855938,23.38676531,22.27930535,27.60133587,23.64887213,24.49884221,22.46227481,26.26989451,29.9152594,29.21562596,24.37951618,27.84280936,32.32336011,38.51890695,29.39191469
Slovenia,Renewable energy share of Total Energy Produced (%),15.86476462,14.99182282,14.09608647,14.18373043,15.41055212,14.56625471,14.41437157,14.08997708,13.8524952,19.02836498,19.50475385,18.58643293,19.70462575,22.00563259,22.30048656,20.87739614
Somalia,Access to electricity (% of total population),5.495079517,6.968997478,7.4,9.885855675,11.34092236,12.80183125,15.23378582,15.76542854,17.2787323,18.81306267,20.36541748,21.93279076,23.51218033,25.10058212,26.69499207,28.29240417
Somalia,Renewable electricity share of total electricity output (%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Renewable energy share of Total Energy Produced (%),93.28312275,93.26167986,92.58001078,92.80168464,92.99795992,93.30414196,93.4677898,93.02043859,93.36806803,93.63149641,93.57214496,93.64950584,93.89456064,94.23044997,94.42694974,94.28596661
South Africa,Access to electricity (% of total population),71.33917999,70.2,77.1,78.8,80.9,80.9,80.7,82,81.9,82.7,82.9,84.7,85.3,85.4,86,85.5
South Africa,Renewable electricity share of total electricity output (%),0.677453966,1.101007335,1.208799253,0.417733343,0.508031378,0.665138088,1.267684801,0.442994242,0.587823215,0.693636935,0.948380661,0.918420809,0.602950811,0.609023982,1.293136276,2.255041826
South Africa,Renewable energy share of Total Energy Produced (%),18.50808046,19.1214417,18.32410404,17.5065632,16.76079749,16.2453417,16.37039674,15.81162909,15.98658971,15.57029253,17.07980233,16.97859476,16.63288545,16.09739397,16.5881622,17.15014125
Spain,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Spain,Renewable electricity share of total electricity output (%),15.61372617,21.15357387,13.83061642,21.67904459,18.1346963,14.60139232,17.64281993,19.30930065,19.98308562,25.38124981,32.77554304,30.0216442,29.58474801,39.58357761,40.10525588,34.94989057
Spain,Renewable energy share of Total Energy Produced (%),7.884334625,8.933448599,7.415104871,8.899923929,8.032087626,7.289816473,8.47220721,9.005387929,9.737202935,12.21794729,14.39578579,14.74592653,15.77095021,16.9499657,17.3517358,16.25409774
Sri Lanka,Access to electricity (% of total population),69.58618927,63.6,80.7,74.27824402,75.8337326,77.39506531,78.9683075,80,82.17324829,83.80799866,85.3,87.76,88.80839539,90.2,92.19206238,93.88990021
Sri Lanka,Renewable electricity share of total electricity output (%),45.80239863,46.01091284,38.18258784,42.89787455,36.13843352,37.22651223,49,40.06665993,41.53923038,39.29501302,53.11545227,40.8474867,29.24124023,59.8769026,39.20231121,48.47519345
Sri Lanka,Renewable energy share of Total Energy Produced (%),64.15656553,62.92774237,62.09988588,61.30121413,61.60870184,60.07623083,62.17400405,60.1968626,61.57084203,63.50919518,61.84228066,59.24946453,60.6912926,59.87225334,57.58518113,52.87589204
Sudan,Access to electricity (% of total population),23,31.78651237,32.16945648,32.54611969,32.92256165,33.3048439,33.69903183,34.11118698,34.54586411,29,35.47529984,35.96404648,36.46480942,36.97458649,44.9,38.00915527
Sudan,Renewable electricity share of total electricity output (%),46.04904632,44.64788732,41.61008729,34.67501491,31.92962215,32.95870361,30.3030303,28.89862577,26.57101344,49.73039593,82.70436058,76.48728563,70.14624841,80.8537534,78.34915612,64.53590864
Sudan,Renewable energy share of Total Energy Produced (%),80.42213461,79.38238941,76.75757079,76.98488736,75.38332923,72.43320435,69.35097753,65.72483062,63.65773578,63.28098443,61.44174976,63.97146086,59.81755319,61.30915496,62.43602847,61.59674748
Sweden,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Sweden,Renewable electricity share of total electricity output (%),57.24673107,51.5616201,48.49693252,43.38265167,44.94933179,51.29416222,49.6007984,52.02690444,54.30904506,58.41995842,55.30176479,55.94460048,59.06774977,54.03349648,55.83768577,63.26274771
Sweden,Renewable energy share of Total Energy Produced (%),40.00825867,37.66157584,36.14876133,34.91042646,35.82331248,39.99189533,41.12658777,42.92465517,44.86558813,47.0773642,45.97780593,46.48702965,49.9485495,48.82522226,49.69341469,53.2477698
Switzerland,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
